"order_id","material","material_description","amount","start","end"
"1288705","122.861.134.005","ZYL-BLOCK!1908X1490X1310","1.000","11/28/2017","2/22/2018"
"1289303","122.857.222.008","KOLBENSTANGE WCCO!D120X1681 (CLASS)","4.000","10/11/2017","2/9/2018"
"1289687","123.615.719.001","LATERNE SV-277!D292/206X300","8.000","1/8/2018","2/21/2018"
"1290973","123.604.701.200","KOMPRESSOR ASME MAGNET!2K160-2F_1","4.000","2/1/2018","2/26/2018"
"1291867","122.346.129.201","EINSPRITZ-RUECKSCHLAGVENTIL!","22.000","2/14/2018","2/21/2018"
"1292126","120.705.652.001","AUSSENRING!D411/230X58","13.000","2/13/2018","2/21/2018"
"1292407","122.000.025.052","DOPPELPUMPENELEMENT!TYP NK 200","1.000","2/1/2018","2/26/2018"
"1293339","122.874.990.001","ZYL-DECKEL!D460X233 (CLASS)","9.000","1/17/2018","2/23/2018"
"1293627","120.714.126.200","VENTILKOPF ABPRESSEN CSS!4C1QC4.20","1.000","1/26/2018","2/23/2018"
"1293867","000.630.832.731","K-MANTEL!D310/280X150","3.000","2/8/2018","2/21/2018"
"1293951","122.340.382.001","HALTEBUECHSE!D86X39","16.000","12/8/2017","2/13/2018"
"1294114","122.078.490.001","ZYLINDER!600X433X245","1.000","1/8/2018","2/28/2018"
"1294332","122.856.029.001","GRUNDBUECHSE!D210/96,5X90","6.000","2/6/2018","2/21/2018"
"1294338","120.712.670.200","K-BODEN!O D325X75","2.000","2/13/2018","2/21/2018"
"1294623","000.630.861.001","K-MANTEL!D175/145X140","1.000","2/7/2018","2/12/2018"
"1294649","000.600.297.202","K-MANTEL!D225X81","1.000","1/16/2018","2/20/2018"
"1294650","000.600.296.802","K-MANTEL!D145X81","1.000","1/11/2018","2/20/2018"
"1295435","106.010.428.204","ABSTREIFELEMENT LW200!D73/65X12","60.000","1/8/2018","2/23/2018"
"1295509","000.600.457.981","ROHRANSCHL.M.DOPPELNIPPEL!D14","5.000","2/14/2018","2/21/2018"
"1296826","122.700.184.004","INNENRING!D246/144X53","10.000","2/8/2018","2/21/2018"
"1297168","123.618.054.001","KOLBENBODEN UNTEN!D441/58X191","1.000","2/9/2018","2/21/2018"
"1297804","000.630.297.102","K-MANTEL!D450/420X180","2.000","2/9/2018","2/21/2018"
"1297963","000.230.316.202","STOPFB DECKEL!D185/68X46","2.000","2/6/2018","2/20/2018"
"1299128","123.602.941.701","K-MANTEL!D372/340X160 UM","1.000","2/20/2018","2/22/2018"
"1290734","120.711.430.022","NAHTLOSES STAHLROHR!D10X2X1000","3.000","2/15/2018","2/23/2018"
"1292346","120.711.430.022","NAHTLOSES STAHLROHR!D10X2X1000","3.000","2/15/2018","2/23/2018"
"1287744","122.843.109.200","ROHRLEITUNGEN IM GESTELL!","1.000","2/15/2018","2/20/2018"
"1290040","123.614.720.001","VENTILDECKEL!D330X74","2.000","2/9/2018","2/22/2018"
"1291161","123.601.963.200","KOLBENSTANGENSCHMIERUNG!6LP190","1.000","2/15/2018","3/6/2018"
"1282472","123.614.735.200","ZYLINDER ABPRESSEN!280A_01","1.000","1/16/2018","2/8/2018"
"1285396","122.806.241.201","ROHRLEIT IM GESTELL!","1.000","2/12/2018","2/14/2018"
"1285403","122.806.207.200","SATZ OELLEITUNG!2D250B","1.000","1/9/2018","2/15/2018"
"1286570","123.615.821.200","KOMPRESSOR AUFSTELLUNG!4B2E-2.39_1","1.000","1/16/2018","2/26/2018"
"1286886","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","3.000","2/2/2018","2/27/2018"
"1287152","123.600.986.201","STOPF.LECKG.RFR.!4D300","1.000","1/8/2018","2/12/2018"
"1287648","122.867.448.200","SCHUBSTANGE BE!2180X670X220","1.000","11/14/2017","2/23/2018"
"1287649","122.871.411.001","KOLBENSTANGE WC!D130X3207","2.000","12/4/2017","2/22/2018"
"1289097","122.842.396.200","SCHUBSTANGE!4D375B","4.000","11/16/2017","2/27/2018"
"1289156","120.714.727.200","KS-F-LAGER!D120","2.000","2/9/2018","2/14/2018"
"1289183","123.615.785.001","KOLBENMANTEL!D634/554X454","2.000","12/12/2017","2/23/2018"
"1289297","123.616.360.200","KOMPRESSOR ASME MAGNET!3K160-3K_1","3.000","2/8/2018","3/2/2018"
"1290303","120.714.734.199","KOMPRESSOR!4K165-2N_1","1.000","1/8/2018","6/1/2018"
"1291162","123.605.395.200","OELRUECKLAUF!3/8""","4.000","2/15/2018","2/23/2018"
"1291856","122.867.270.001","KK-KOERPER BE 3T D660!D610X695","4.000","1/17/2018","2/6/2018"
"1292609","122.809.872.202","KUEHLWASSERAUSTRITT!","4.000","2/15/2018","2/23/2018"
"1292635","122.841.481.200","KS-F-LAGER ABPRESSEN!D120","1.000","1/31/2018","3/1/2018"
"1292985","120.714.734.G09","VERSCHLEISSTEILE!4K165-2N_1","1.000","2/12/2018","2/22/2018"
"1294333","122.855.400.001","KAMMERRING NR.4!D210/96,5X30","24.000","1/19/2018","2/7/2018"
"1294565","122.844.792.003","ZYL-BLOCK!1407X1080X979","1.000","2/2/2018","2/23/2018"
"1295019","000.630.782.301","STOPFB KAMMER!D190/125","60.000","2/8/2018","2/21/2018"
"1295123","122.859.042.001","VENTILDECKEL TE!277-16-32","6.000","1/15/2018","2/23/2018"
"1295210","000.630.747.081","FED FUEHRG RING!D182/150X15","5.000","2/5/2018","2/14/2018"
"1295734","106.031.109.001","SPIRALE! 10X1,5X5500","1.000","2/9/2018","2/22/2018"
"1295864","122.846.197.003","ZYL-DECKEL!D450X340","1.000","2/2/2018","2/15/2018"
"1295963","122.231.348.001","SAUGVENTILKOERPER!D154X65","1.000","1/12/2018","2/16/2018"
"1295965","123.603.760.200","ZYL-BLOCK ABPRESSEN!3K160-3K_1 (CLASS)","1.000","1/24/2018","2/26/2018"
"1296594","123.614.648.001","K-BODEN!O D425/95X90","1.000","2/5/2018","2/16/2018"
"1296595","123.614.648.001","K-BODEN!O D425/95X90","1.000","2/6/2018","2/21/2018"
"1296596","123.614.646.001","K-BODEN!U D425/95X90","2.000","2/5/2018","2/21/2018"
"A00-221","VER.SUC.HE","VERSUCHE","1.000","1/9/2018","1/11/2018"
"1282451","123.601.027.001","KOLBENMANTEL!D495/421X384","1.000","1/5/2018","2/12/2018"
"1283702","123.613.798.G09","VERSCHLEISSTEILE!2B1AC2.59_1","2.000","11/29/2017","2/16/2018"
"1283719","123.615.183.200","PACKUNG D90 9EL GESCHMIERT","1.000","2/12/2018","2/23/2018"
"1284837","123.611.092.200","AXIALLAGER!320X156X319","1.000","9/28/2017","2/14/2018"
"1286533","122.867.528.001","KK-KOERPER BA 3T D420!510X380X280","8.000","11/3/2017","2/26/2018"
"1286905","106.106.237.001","ZYL-DECKEL!D565X245","2.000","2/6/2018","3/1/2018"
"1286907","122.840.860.001","VENTILDECKEL DS SPEZ.!233X233X54","16.000","1/5/2018","2/23/2018"
"1286995","120.709.001.001","KOLBENSTANGE TROCKENLAUF!D65X1324","2.000","10/5/2017","2/22/2018"
"1288645","122.846.731.200","STOPF.LECKG.RFR.!6D375B","1.000","11/23/2017","4/18/2018"
"1290721","120.712.510.200","ABLAUF WASSERAUFFANGSCHALE!","1.000","1/31/2018","3/7/2018"
"1290968","123.604.700.200","KOMPRESSOR MIT ROHRL.!2K160-2F_1","4.000","2/1/2018","3/9/2018"
"1291923","000.630.862.487","ABSTREIFELEMENT LW200!D132/120X15","50.000","1/3/2018","2/21/2018"
"1292824","120.706.861.001","INNERE BUECHSE!D216/113X402","4.000","2/8/2018","2/20/2018"
"1292982","120.714.734.G08","ERSATZTEILE!4K165-2N_1","1.000","2/12/2018","2/22/2018"
"1293243","000.630.222.622","K-BODEN!U D135/48X75 VERKUPFERT","1.000","1/15/2018","2/15/2018"
"1293680","122.237.650.200","KERNSTUECK!D390/185X340","2.000","1/15/2018","2/27/2018"
"1294237","106.010.644.001.2","ZWISCHENRING!D189,8/125X26","2.000","1/31/2018","2/16/2018"
"1295684","000.630.266.822","K-MANTEL!D440/410X180","2.000","2/5/2018","2/7/2018"
"1295764","000.630.245.083","ABSTREIFELEMENT LW200!D63/55X12","10.000","1/16/2018","3/1/2018"
"1295964","122.231.346.001","SAUGVENTILKOERPER!D144X65","1.000","1/15/2018","2/23/2018"
"1296663","106.106.875.200","KS-F-LAGER ABPRESSEN!D75","1.000","2/7/2018","2/27/2018"
"1297062","106.106.109.200","AUSBAUVORRICHTUNG!M24","2.000","2/9/2018","2/14/2018"
"1298090","106.012.429.001","K-MANTEL!D305/275X150","2.000","2/8/2018","2/13/2018"
"1298239","123.605.786.001","LATERNE SV-135!D148X88","2.000","2/8/2018","2/26/2018"
"1298240","123.605.793.001","LATERNE DV-135!D148X96","2.000","2/8/2018","2/23/2018"
"1277866","122.000.004.346","KK-FUEHRUNG!240X240X600","4.000","9/15/2017","3/2/2018"
"1277916","122.843.681.206","MONT. KOLBENST. AN KK-KOERPER!","9.000","2/8/2018","2/26/2018"
"1282458","122.876.046.200","PACKUNG!D90 4EL GESCHMIERT","1.000","2/9/2018","2/22/2018"
"1285506","122.700.146.001","ZWISCHENRING!D180/109X38","4.000","2/13/2018","2/26/2018"
"1286542","123.615.729.001","KOLBENMANTEL!D674/592X454","4.000","12/15/2017","2/23/2018"
"1287151","123.600.986.200","STOPF.LECKG.RFR.!4D300","1.000","1/8/2018","2/2/2018"
"1289187","123.615.189.001","KOLBENMANTEL!D644/564X454","2.000","12/5/2017","2/23/2018"
"1289714","123.605.599.001","KOLBEN!D112X257","2.000","1/15/2018","2/21/2018"
"1290625","122.137.371.003","LAGERSTUETZE!280X167X79","6.000","12/12/2017","2/15/2018"
"1290626","122.137.371.004","DECKEL!150X294X79","6.000","12/15/2017","3/1/2018"
"1290991","122.854.849.200","STELLZYLINDER-ABPRESSEN DK-F","20.000","2/21/2018","3/2/2018"
"1291250","122.887.521.001","K-BODEN!U D275X90","6.000","2/6/2018","2/21/2018"
"1292204","122.854.652.201","SAUGVENTILDECKEL!241-16-32 (CLASS)","2.000","2/21/2018","3/2/2018"
"1292864","000.630.862.486","ABSTREIFELEMENT LW200!D132/120X15","50.000","1/3/2018","3/1/2018"
"1292918","123.606.844.202","KW-LEITUNG!G1 1/2"" 150LBS SCHED80S","1.000","1/29/2018","2/12/2018"
"1292919","123.606.844.201","KW-LEITUNG!G1 1/2"" 150LBS SCHED80S","1.000","1/29/2018","2/12/2018"
"1292920","123.616.409.200","KW-LEITUNG!G1 1/2"" 150LBS SCHED80","1.000","1/9/2018","2/14/2018"
"1292921","123.616.410.200","KW-LEITUNG!G1 1/2"" 150LBS SCHED80","1.000","1/18/2018","2/12/2018"
"1292922","122.849.079.211","KW-LEITUNG!UEBERTRITT!G1 1/2"" SCHED80","1.000","1/29/2018","2/20/2018"
"1292924","123.616.428.200","KW-LEITUNG!UEBERTRITT!G1 1/2"" SCHED80","1.000","1/29/2018","3/1/2018"
"1292925","123.613.858.201","KW-LEITUNG!G1 1/2""-1 1/2""-1"" SCHED80","1.000","1/11/2018","3/16/2018"
"1292926","123.613.862.202","KW-LEITUNG!G1 1/4""-1 1/2""-1"" SCHED80","1.000","2/15/2018","2/28/2018"
"1292927","120.711.608.201","OELLEITUNG!Z ZAHNRADOELP","1.000","2/1/2018","3/9/2018"
"1292929","120.713.125.206","KW-LEITUNG!G1""-1"" 150LBS SCHED80S L150","1.000","1/11/2018","2/15/2018"
"1292930","120.710.661.200","ROHRANSCHLUSS!G1 1/2""","4.000","1/31/2018","2/14/2018"
"1292931","122.849.028.201","STOPFB.LECKGAS RUECKF.!4D300B-2F_1","1.000","2/1/2018","3/13/2018"
"1292932","122.849.259.202","ROHRANSCHLUSS!G1 1/2""-2""","1.000","1/31/2018","2/22/2018"
"1293666","120.740.027.200","ZENTRALVENTIL!K4 SPEZIAL","1.000","2/23/2018","3/2/2018"
"1293726","122.871.632.001","VENTILDECKEL!308-8-16(LR,DNV-GL)","8.000","2/7/2018","2/26/2018"
"1293732","122.871.570.001","K-BODEN!U D705/78X90","4.000","1/23/2018","2/21/2018"
"1293739","122.864.673.001","ZYL-BLOCK!1400X740X1140(CLASS)","1.000","1/11/2018","2/27/2018"
"1293757","122.886.815.001","ZYL-DECKEL!D680X361(CLASS)","1.000","2/6/2018","3/2/2018"
"1293761","122.841.481.200","KS-F-LAGER ABPRESSEN!D120","4.000","1/23/2018","2/20/2018"
"1293769","123.607.768.001","VENTILDECKEL!308-8-16(LR,DNV-GL)","4.000","2/7/2018","3/2/2018"
"1294264","122.453.911.200","KOLBEN Z.MEMBRANVENTIL!D61X53","2.000","2/5/2018","2/6/2018"
"1294298","123.607.774.001","VENTILDECKEL SPEZ!241-16-32 (CLASS)","2.000","1/9/2018","3/2/2018"
"1294826","122.240.351.002","DRUCKVENTILSITZ!D110X30","6.000","1/19/2018","2/16/2018"
"1294829","122.237.318.001","FEDERFUEHRUNG!D90/31X117","2.000","2/7/2018","2/27/2018"
"1294874","000.630.428.501","MUTTER!SW55X70","4.000","1/23/2018","2/23/2018"
"1295124","122.856.243.001","VENTILDECKEL ABH. TE!277-16-32","2.000","1/15/2018","2/22/2018"
"1295156","122.807.058.201","ABSTREIFELEMENT LW200!D102/90X15","20.000","1/8/2018","2/23/2018"
"1295353","122.857.384.001","ZWISCHENSTUECK!D100/38X103","20.000","1/22/2018","2/26/2018"
"1295400","122.233.615.200","KAMMERRING NR.5!D340/90,5X51","2.000","1/24/2018","2/15/2018"
"1295800","122.854.652.201","SAUGVENTILDECKEL!241-16-32 (CLASS)","2.000","2/12/2018","3/2/2018"
"1296879","120.711.430.022","NAHTLOSES STAHLROHR!D10X2X1000","3.000","2/16/2018","2/23/2018"
"1297314","122.888.379.001","STUETZOHR!D48,3/38,2X85","8.000","2/8/2018","2/23/2018"
"1298232","122.000.006.508.2","KREUZKOPFMUTTER!M56X4","4.000","2/8/2018","2/27/2018"
"1298386","120.708.455.001","AUSSENRING!D341/245X57","8.000","2/14/2018","2/22/2018"
"A1285597A","NCR","NON COMFORMITY REPORT","1.000","2/6/2018","3/2/2018"
"A1287753A","NCR","NON COMFORMITY REPORT","1.000","2/23/2018","3/2/2018"
"1268896","123.612.903.200","ZYLINDER ABPRESSEN CSS!KD185","1.000","4/11/2017","3/7/2018"
"1269372","123.607.228.200","GESTELL ABPRESSEN!2K160 (CLASS)","4.000","1/15/2018","2/22/2018"
"1277914","120.712.112.G81","ANTRIEB!2K160/3K140/3K160","3.000","2/16/2018","2/26/2018"
"1281754","123.614.689.200","ZYL-BLOCK ABPRESSEN!4D375B-2B_1","1.000","9/4/2017","2/28/2018"
"1282434","122.876.107.001","KOLBENBODEN UNTEN!D790X192","1.000","1/16/2018","2/21/2018"
"1282435","122.876.106.001","KOLBENBODEN OBEN!D790X192","1.000","1/16/2018","2/22/2018"
"1282471","123.614.735.200","ZYLINDER ABPRESSEN!280A_01","1.000","1/16/2018","2/23/2018"
"1284420","122.842.399.001","GEH Z OELP!390X385X225","2.000","1/22/2018","2/23/2018"
"1285156","123.614.771.200","KURBELTRIEB MONTAGE!4D300B","1.000","1/31/2018","5/25/2018"
"1286539","123.615.705.001","LATERNE SV-277!D292/206X285","16.000","12/13/2017","2/27/2018"
"1288707","122.842.416.001","OELFANG!900X660X58","1.000","11/16/2017","2/27/2018"
"1288791","123.604.039.001","KOLBENSTANGE WCCO!D120X2006 (CLASS)","4.000","12/12/2017","3/1/2018"
"1289293","123.616.359.200","KOMPRESSOR MIT ROHRL.!3K160-3K_1","3.000","2/8/2018","3/9/2018"
"1289339","122.801.356.201.2","SCHUBSTANGE!2K250 KOMPLETT","5.000","1/23/2018","2/28/2018"
"1289340","122.801.356.202","SCHUBSTANGE KOMPLETT!LP250","1.000","1/31/2018","2/22/2018"
"1289596","123.615.897.200","STELLZYLINDER F-D-A-AA-O-130","8.000","2/14/2018","3/5/2018"
"1290530","123.602.666.200","KS-F-LAGER ABPRESSEN!D75","6.000","1/30/2018","3/1/2018"
"1291547","123.606.720.200","PACKUNG D110 10EL GESCHMIERT","1.000","2/15/2018","3/2/2018"
"1291548","123.606.720.200","PACKUNG D110 10EL GESCHMIERT","1.000","2/15/2018","3/2/2018"
"1291564","120.702.305.001","ZENTRIERBUECHSE!D440/405X933","4.000","12/5/2017","2/26/2018"
"1292201","122.886.853.001","ZYL-DECKEL!D405X275(CLASS)","1.000","2/14/2018","3/1/2018"
"1292426","106.034.715.200","SCHLUESSEL!SW130X800","1.000","2/12/2018","2/16/2018"
"1292565","122.700.118.200","KAMMERRING NR.8!D365/105,5X46","2.000","1/31/2018","2/16/2018"
"1292567","120.707.562.200","KERNSTUECK!D415/165X340","2.000","12/15/2017","2/21/2018"
"1294101","122.132.330.001","DRUCKVENTILKOERPER!D184,5X90","2.000","1/17/2018","2/16/2018"
"1294217","122.877.164.200","FUEHRUNGSRING NR7!D340/147,5X95","2.000","1/17/2018","1/31/2018"
"1294223","122.877.145.200","KAMMERRING NR.8!D340/147,5X51","2.000","1/18/2018","1/31/2018"
"1294433","122.877.102.200","DISTANZRING NR1!D340/147,5X51","1.000","1/15/2018","2/14/2018"
"1294468","106.012.425.200","STANGE!D38X1760","2.000","2/8/2018","2/14/2018"
"1294510","120.711.430.022","NAHTLOSES STAHLROHR!D10X2X1000","3.000","2/20/2018","2/23/2018"
"1294950","122.000.025.892","ZW-STUECK M FEDERFUEHR!D38X24 AF","40.000","2/20/2018","2/27/2018"
"1295154","122.879.139.200","STELLZYLINDER F-D-A-SA-M-90","1.000","2/5/2018","2/26/2018"
"1295979","122.249.288.001","ANPRESSFLANSCH!D230/68X45","1.000","1/17/2018","2/21/2018"
"1296074","120.705.651.001","INNENRING!D231/104X58","13.000","2/16/2018","2/22/2018"
"1296612","122.854.326.200","DICHTRING!D125/90,6X56","2.000","2/15/2018","2/21/2018"
"1296825","122.700.185.001","AUSSENRING!D341/245X53","20.000","2/21/2018","2/26/2018"
"1297345","106.106.109.200","AUSBAUVORRICHTUNG!M24","1.000","2/15/2018","2/23/2018"
"1297353","122.841.442.001","DECKEL AEND!D127X17,5/G1""","1.000","2/13/2018","2/28/2018"
"1297383","122.841.668.001.C","KOLBENMUTTER SB!SP-G2.50-11/W","8.000","2/22/2018","3/2/2018"
"1298828","122.340.381.001","GEGENMUTTER!M115X4","1.000","2/14/2018","2/28/2018"
"1299192","000.630.994.370","K-MANTEL!D501/464X250 UM","1.000","2/21/2018","2/22/2018"
"A1287896A","NCR","NON COMFORMITY REPORT","1.000","2/9/2018","3/6/2018"
"A13956A","NCR","NON COMFORMITY REPORT","8.000","2/21/2018","3/13/2018"
"1277915","123.604.561.203","KURBELTRIEB!3K160 (NKK)","3.000","11/8/2017","3/2/2018"
"1277917","123.604.620.201","ZYL-BLOCK VORMONTAGE!3K160-3K_1 (NKK)","3.000","2/8/2018","3/2/2018"
"1285203","123.613.104.201","ZYLINDER SPEDITION CSS!3K140-3D_1","1.000","2/21/2018","3/2/2018"
"1285509","122.700.153.001","KAMMERRING!D150/106X25","8.000","2/13/2018","2/26/2018"
"1286549","123.615.777.001","LATERNE SV-277!D292/206X305","8.000","12/15/2017","3/5/2018"
"1287516","120.714.787.200","ZYL-BLOCK ABPRESSEN!4K165-2N_1","1.000","11/24/2017","3/27/2018"
"1288761","122.875.440.202","STOPFB DECKEL TE!D280/125X54","8.000","2/8/2018","2/28/2018"
"1288914","123.609.263.198","KOMPRESSOR LGE ASME LI!3K160-3K_1 (LR)","3.000","12/12/2017","3/6/2018"
"1290036","123.614.722.001","VENTILDECKEL!D330X74","2.000","2/2/2018","2/23/2018"
"1290729","106.034.715.200","SCHLUESSEL!SW130X800","2.000","2/14/2018","2/21/2018"
"1290768","123.602.840.200","STOPF.LECKG.RFR.!6LP190 1ST. AS","1.000","2/14/2018","2/20/2018"
"1291142","123.602.175.001","K-MANTEL!D220/190X160","1.000","1/16/2018","2/28/2018"
"1292127","120.705.659.001","INNENRING!D231/104X97","2.000","2/12/2018","2/21/2018"
"1292128","120.705.660.001","AUSSENRING!D411/230X97","2.000","2/21/2018","2/28/2018"
"1292564","122.700.117.200","FUEHRUNGSRING NR7!D365/105,5X90","2.000","2/6/2018","3/2/2018"
"1293052","120.713.006.001","ZENTRIERSCHEIBE!D110,5/10X45","1.000","2/20/2018","3/2/2018"
"1293053","120.713.003.001","ZENTRIERSCHEIBE!D110,5/10X25","1.000","2/20/2018","3/2/2018"
"1293871","122.841.666.001.C","KOLBENMUTTER SB!SP-G1.75-11/W","20.000","2/15/2018","2/26/2018"
"1294696","122.224.473.001","VENTILSITZ!D144X65","1.000","2/7/2018","3/1/2018"
"1294825","122.237.286.003","SAUGVENTILKOERPER!D110X48 (NITRIERT)","2.000","12/22/2017","3/2/2018"
"1294827","122.237.306.002","DRUCKVENTILKOERPER!D132,5X77 (NITRIERT)","2.000","1/10/2018","3/2/2018"
"1295006","122.840.004.200","DECKEL ZYL DECKEL!4D375-3A","1.000","2/21/2018","2/23/2018"
"1295277","122.233.612.200","KAMMERRING NR.2!D340/90,5X51","1.000","1/19/2018","2/15/2018"
"1295443","000.630.134.332","K-MANTEL!D405/375X146","1.000","2/6/2018","2/14/2018"
"1295544","000.600.134.383","GEH Z SERVOM!218X218X159,5","1.000","1/11/2018","3/2/2018"
"1295882","106.022.164.001","DISTANZHUELSE!D45/30X21","8.000","1/22/2018","2/28/2018"
"1295914","123.614.235.001","ZYL-BLOCK!1455X1110X1310","1.000","2/8/2018","3/6/2018"
"1296239","120.740.138.001","GEHAEUSE!D215X58","8.000","2/2/2018","2/26/2018"
"1296240","120.740.137.001","DECKEL!D145/68X10","16.000","2/8/2018","2/15/2018"
"1296290","122.875.056.001","ZYLINDERDECKEL!D430X324(CLASS)","1.000","2/8/2018","2/22/2018"
"1296294","122.853.037.001","VERSCHLUSSSCHRAUBE!D135X100","2.000","1/17/2018","2/27/2018"
"1296295","122.888.181.001","VERSCHLUSSSCHRAUBE!D135X180","2.000","1/17/2018","2/27/2018"
"1296501","122.700.192.200","KAMMERRING NR.2!D340/145,5X51","1.000","1/18/2018","2/14/2018"
"1296756","122.802.089.001","K-BODEN!O D235/48X75","1.000","2/7/2018","2/21/2018"
"1296757","122.802.090.001","K-BODEN!U D235/48X75","1.000","2/7/2018","2/21/2018"
"1296983","122.887.765.001","HINT. KOLBENSTANGE!D184X1565","10.000","1/26/2018","3/1/2018"
"1297582","122.801.196.200","KS-F-LAGER ABPRESSEN!D75","2.000","2/12/2018","2/27/2018"
"1297839","000.230.280.501","STOPFBUECHSKAMMER!D110/68X42","6.000","2/9/2018","2/20/2018"
"1298623","123.602.047.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S LI","3.000","2/9/2018","3/5/2018"
"1298624","123.602.047.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S LI","3.000","2/12/2018","3/5/2018"
"1299117","122.477.813.001","DRUCKSTAB!D14X180","8.000","2/20/2018","2/21/2018"
"1299542","123.609.263.900","KOMPRESSOR SPEDI LGE ASME LI!3K160-3K_1","3.000","2/23/2018","3/28/2018"
"A00-217","VOR.RIC.HTU.NG","VORRICHTUNG-WERKZEUG HERSTELLUNG","1.000","1/23/2018","3/13/2018"
"A139568A","NCR","NON COMFORMITY REPORT","12.000","2/21/2018","3/13/2018"
"1294216","122.877.380.200","FESTIGKEITSBUECHSE NR.9!D340/149X440","2.000","1/25/2018","3/1/2018"
"1294793","000.630.222.031","K-MANTEL!D150/120X150","2.000","1/18/2018","2/28/2018"
"1290731","106.106.109.200","AUSBAUVORRICHTUNG!M24","3.000","2/12/2018","2/15/2018"
"1277925","123.603.761.202","ZYL-BLOCK VORMONTAGE!3K160-3K_1 (NKK)","3.000","2/8/2018","3/6/2018"
"1285508","122.700.150.001","DECKRING!D177/106X13,5","4.000","2/14/2018","3/2/2018"
"1288934","120.712.728.G81","ANTRIEB!2K160/3K140/3K160","3.000","2/16/2018","3/2/2018"
"1289155","122.869.235.200","SCHUBSTANGE!6LP250 KOMPLETT","2.000","2/9/2018","3/1/2018"
"1289254","122.850.815.001","VENTILDECKEL ABH.!181-16-32","8.000","1/4/2018","3/6/2018"
"1289255","122.850.814.001","VENTILDECKEL ABH.!181-25-50","2.000","1/5/2018","3/6/2018"
"1289256","122.850.813.001","VENTILDECKEL!181-25-50","2.000","1/5/2018","3/6/2018"
"1289390","122.889.572.001","LATERNE SV-122HD!D150/89X175","5.000","1/11/2018","3/6/2018"
"1290067","120.714.847.200","ZYL-BLOCK ABPRESSEN CSS!4D375-3C_1","1.000","2/7/2018","3/5/2018"
"1290507","122.000.004.995","ZW-STUECK M FEDERFUEHR!D30X24","50.000","2/26/2018","2/28/2018"
"1290769","123.602.901.200","STOPF.LECKG.RFR.!6LP190 1ST. NAS","1.000","2/20/2018","2/28/2018"
"1291004","123.606.260.001","K-BODEN!U D365X80","1.000","2/21/2018","3/1/2018"
"1291005","123.606.259.001","K-BODEN!O D365X80","1.000","2/21/2018","3/1/2018"
"1291006","123.606.261.001","K-MANTEL!D380X160","1.000","2/12/2018","2/21/2018"
"1291047","122.807.835.002","K-BODEN!O D700X125 VERKUPFERT","1.000","1/5/2018","2/6/2018"
"1291134","123.605.602.001","KONUS KAMMERRING!D112/50X17","12.000","2/12/2018","3/2/2018"
"1291147","000.630.393.501","STOPFB KAMMER!D140/80X40","8.000","2/2/2018","2/12/2018"
"1291157","123.605.704.001","K-BODEN!U D535/55X80","1.000","2/12/2018","3/1/2018"
"1291846","122.851.609.001","STELLRING!D240X65","10.000","2/1/2018","2/20/2018"
"1292827","122.229.624.002","INNERE BUECHSE!D201/80X407","4.000","2/8/2018","2/16/2018"
"1293487","122.132.329.001","VENTILSITZ!D184,5X75","4.000","1/17/2018","3/13/2018"
