"material","description","product_hierarchy","division","gpr","basic_material","dimensions","min_lot","weight_net","weight_net_unit","weight_gross","weight_gross_unit"
"000.630.220.801.P","VENTILDECKEL CSS!182X182X60","0001-1000","01","K600","P265GH","182X182X60","","10.300","KG","10.300","KG"
"000.630.221.921","K-MANTEL!D330/300X150","0001-1000","01","K411","G-CUSN10","D330/300X150","","12.100","KG","12.100","KG"
"000.630.221.922","K-MANTEL!D330/300X150","0001-1200","01","K411","EN-GJL-200","D330/300X150","3.000","10.200","KG","10.200","KG"
"000.630.222.031","K-MANTEL!D150/120X150","0001-1000","01","K411","G-CUSN12/U","D150/120X150","","5.400","KG","5.400","KG"
"000.630.222.070","K-MANTEL!D151/120X150 UM","0001-1000","","K411","G-CUSN10","D151/120X150 UM","","5.400","KG","5.400","KG"
"000.630.222.401","K-BODEN!O D315X75","0001-1200","01","K422","EN-GJS-600-3","O D315X75","2.000","14.100","KG","14.100","KG"
"000.630.222.402","K-BODEN!O D315X75 VERKUPFERT","0001-1200","01","K422","EN-GJS-600-3","O D315X75","","14.100","KG","14.100","KG"
"000.630.222.422","K-BODEN!U D315X75 VERKUPFERT","0001-1200","01","K422","EN-GJS-600-3","D315X75","","14.100","KG","14.100","KG"
"000.630.222.621","K-BODEN!U D135/48X75","0001-1000","01","K422","EN-GJS-600-3","U D135/48X75","","4.900","KG","4.900","KG"
"000.630.222.622","K-BODEN!U D135/48X75 VERKUPFERT","0001-1000","01","K422","EN-GJS-400-15","U D135/48X75","","4.900","KG","4.900","KG"
"000.630.227.021","ABSTREIFELEMENT LW200!D83/75X12","0001-1200","01","K202","CUZN37MN2AL1","D83/75X12","75.000","0.076","KG","0.076","KG"
"000.630.227.022","ABSTREIFELEMENT LW200!D83/75X12","0001-1200","01","K202","CUZN37MN2AL1","D83/75X12","75.000","0.076","KG","0.076","KG"
"000.630.227.023","ABSTREIFELEMENT LW200!D83/75X12","0001-1200","01","K202","CUZN37MN2AL1","D83/75X12","75.000","0.075","KG","0.075","KG"
"000.630.228.681","ABSTREIFELEMENT LW200!D68/60X12","0001-1000","01","K202","CUZN37MN2AL1","D68/60X12","","0.062","KG","0.062","KG"
"000.630.228.682","ABSTREIFELEMENT LW200!D68/60X12","0001-1000","01","K202","CUZN37MN2AL1","D68/60X12","","0.062","KG","0.062","KG"
"000.630.228.683","ABSTREIFELEMENT LW200!D68/60X12","0001-1000","01","K202","CUZN37MN2AL1","D68/60X12","","0.062","KG","0.062","KG"
"000.630.228.781","ABSTREIFELEMENT LW200!D78/70X12","0001-1000","","K202","CUZN37MN2AL1","D78/70X12","5.000","0.070","KG","0.070","KG"
"000.630.228.782","ABSTREIFELEMENT LW200!D78/70X12","0001-1000","","K202","CUZN37MN2AL1","D78/70X12","5.000","0.070","KG","0.070","KG"
"000.630.228.783","ABSTREIFELEMENT LW200!D78/70X12","0001-1000","01","K202","CUZN37MN2AL1","D78/70X12","5.000","0.070","KG","0.070","KG"
"000.630.234.881","ABSTREIFELEMENT LW200!D48/40X10","0001-1200","01","K202","CUZN37MN2AL1","D48/40X10","9.000","0.038","KG","0.038","KG"
"000.630.244.982","ABSTREIFELEMENT LW200!D58/50X12","0003-2100","02","K202","CUZN37MN2AL1","D58/50X12","4.000","0.052","KG","0.052","KG"
"000.630.244.983","ABSTREIFELEMENT LW200!D58/50X12","0003-2100","02","K202","CUZN37MN2AL1","D58/50X12","","0.052","KG","0.052","KG"
"000.630.245.081","ABSTREIFELEMENT LW200!D63/55X12","0001-1200","01","K202","CUZN37MN2AL1","D63/55X12","","0.056","KG","0.056","KG"
"000.630.245.082","ABSTREIFELEMENT LW200!D63/55X12","0001-1000","01","K202","CUZN37MN2AL1","D63/55X12","","0.056","KG","0.056","KG"
"000.630.245.083","ABSTREIFELEMENT LW200!D63/55X12","0001-1200","01","K202","CUZN37MN2AL1","D63/55X12","","0.056","KG","0.056","KG"
"000.630.245.181","ABSTREIFELEMENT LW200!D73/65X12","0001-1200","01","K202","CUZN37MN2AL1","D73/65X12","","0.066","KG","0.066","KG"
"000.630.245.182","ABSTREIFELEMENT LW200!D73/65X12","0001-1200","01","K202","CUZN37MN2AL1","D73/65X12","5.000","0.066","KG","0.066","KG"
"000.630.245.183","ABSTREIFELEMENT LW200!D73/65X12","0001-1200","01","K202","CUZN37MN2AL1","D73/65X12","","0.066","KG","0.066","KG"
"000.630.246.181","ABSTREIFELEMENT LW200!D91/80X15","0001-1000","01","K202","CUZN37MN2AL1","D91/80X15","","0.130","KG","0.130","KG"
"000.630.246.182","ABSTREIFELEMENT LW200!D91/80X15","0001-1000","01","K202","CUZN37MN2AL1","D91/80X15","","0.130","KG","0.130","KG"
"000.630.246.183","ABSTREIFELEMENT LW200!D91/80X15","0001-1000","01","K202","CUZN37MN2AL1","D91/80X15","","0.130","KG","0.130","KG"
"000.630.247.021","K-MANTEL!D200/170X150","0001-1000","01","K411","G-CUSN10","D200/170X150","","7.400","KG","7.400","KG"
"000.630.247.022","K-MANTEL!D200/170X150","0001-1200","01","K411","EN-GJL-200","D200/170X150","","6.749","KG","6.749","KG"
"000.630.247.023","K-MANTEL!D200/170X150","0001-1200","01","K411","EN-GJL-200","D200/170X150","","6.749","KG","6.749","KG"
"000.630.247.281","ABSTREIFELEMENT LW200!D53/45X10","0001-1200","01","K202","CUZN37MN2AL1","D53/45X10","20.000","0.042","KG","0.042","KG"
"000.630.247.283","ABSTREIFELEMENT LW200!D53/45X10","0001-1200","01","K202","CUZN37MN2AL1","D53/45X10","20.000","0.042","KG","0.042","KG"
"000.630.265.821","K-MANTEL!D200/170X180","0001-1000","01","K411","G-CU SN 10","D200/170X180","2.000","9.100","KG","9.100","KG"
"000.630.265.822","K-MANTEL!D200/170X180","0001-1000","","K411","EN-GJL-200","D200/170X180","","9.000","KG","9.000","KG"
"000.630.265.824","K-MANTEL!D200/170X180","0001-1000","01","K411","EN-GJL-200","D200/170X180","","9.000","KG","9.000","KG"
"000.630.265.870","K-MANTEL!D201/170X180 UM","0001-1000","01","K411","G-CUSN10","201/170X180 UM","","9.100","KG","9.100","KG"
"000.630.265.901","K-BODEN!U D185/55X90","0001-1000","01","K422","EN-GJS-600-3","D185/55X90","","8.089","KG","8.089","KG"
"000.630.265.903","K-BODEN!U D185/55X90 VERKUPFERT","0001-1000","01","K422","EN-GJS-600-3","D185/55X90","","8.089","KG","8.089","KG"
"000.630.265.921","K-BODEN!O D185/55X90","0001-1000","01","K422","EN-GJS-600-3","D185/55X90","","7.184","KG","7.184","KG"
"000.630.265.923","K-BODEN!O D185/55X90 VERKUPFERT","0001-1000","01","K422","EN-GJS-600-3","D185/55X90","","7.184","KG","7.184","KG"
"000.630.266.623","K-MANTEL!D360/330X180","0001-1000","01","K411","EN-GJL-200","D360/330X180","","14.500","KG","14.500","KG"
"000.630.266.670","K-MANTEL!D361/330X180 UM","0001-1000","01","K411","G-CUSN10","D361/330X180 UM","","18.500","KG","18.500","KG"
"000.630.266.821","K-MANTEL!D440/410X180","0001-1000","01","K411","G-CUSN10","D440/410X180","2.000","20.000","KG","20.000","KG"
"000.630.266.822","K-MANTEL!D440/410X180","0001-1000","01","K411","EN-GJL-200","D440/410X180","2.000","15.000","KG","15.000","KG"
"000.630.271.001","K-MANTEL!D240/200X180","0001-1000","","K411","ALCU2MG NI 1.5","D240/200X180","","8.000","KG","8.000","KG"
"000.630.277.721","K-MANTEL!D300/270X140","0001-1000","","K411","G-CU SN 10","D300/270X140","","10.250","KG","10.250","KG"
"000.630.278.201","KUPPLUNGSFLASCH!4D200","0001-1000","01","K213","EN-GJL-250","D380/110X355","","107.000","KG","107.000","KG"
"000.630.278.201.P","KUPPLUNGSFLANSCH CSS!4D200","0001-1000","01","K600","EN-GJL-250","D380/110X355","","107.000","KG","107.000","KG"
"000.630.289.101","K-MANTEL!D160/130X140","0001-1000","01","K411","G-CUSN10","D160/130X140","","5.200","KG","5.200","KG"
"000.630.290.101.2","LATERNE!DV D105X212,5","0001-1000","01","K361","EN-GJL-200","DV D105X212,5","","2.200","KG","2.200","KG"
"000.630.295.701","KOLBEN!D120/42X140","0001-1000","01","K401","G-CUSN10","D120/42X140","","10.700","KG","10.700","KG"
"000.630.296.272","K-MANTEL!D526,9/485X180 UM","0001-1000","01","K411","ALCU2MG NI 1.5","D526,9/485X180 UM","","8.470","KG","8.470","KG"
"000.630.296.501","K-MANTEL!D220/190X180","0001-1000","","K411","G-CU SN 10","D220/190X180","","11.500","KG","11.500","KG"
"000.630.296.522","K-MANTEL!D220/190X150","0001-1200","01","K411","EN-GJL-200","D220/190X150","2.000","6.800","KG","6.800","KG"
"000.630.297.102","K-MANTEL!D450/420X180","0001-1000","01","K411","EN-GJL-200","D450/420X180","","18.000","KG","18.000","KG"
"000.630.298.021","K-BODEN!O D205X90","0001-1000","01","K422","EN-GJS-600-3","O D205X90","","8.300","KG","8.300","KG"
"000.630.305.001","DECKEL OELP!165,5X110X30","0001-1000","","K72","EN-GJL-200","165,5X110X30","2.000","1.700","KG","1.700","KG"
"000.630.307.301","KOLBENST MUTTER!D129/68","0001-1000","01","K131","C45E","D129/68","7.000","4.500","KG","4.500","KG"
"000.630.307.401","KOLBENST MUTTER!D115X64","0001-1000","01","K131","C45E","D115X64","15.000","2.200","KG","2.200","KG"
"000.630.312.601","DECKEL OELP!251X200X28","0001-1000","01","K72","EN-GJL-200","251X200X28","","1.320","KG","1.320","KG"
"000.630.315.681","VERSCHRAUBUNG!","0001-1200","01","K600","ST","","50.000","0.150","KG","0.150","KG"
"000.630.315.684","VERSCHRAUBUNG!","0001-1200","01","K600","SS","","50.000","0.150","KG","0.150","KG"
"000.630.319.301","STOPFB KAMMER!D145/85X41","0001-1000","01","K211","X12CRS13/V+S","D145/85X41","10.000","2.420","KG","2.420","KG"
"000.630.319.501","STOPFB KAMMER!D144,8/85X41","0001-1000","","K211","X12CRS13/V+S","D144,8/85X41","6.000","1.740","KG","1.740","KG"
"000.630.332.101","STOPFB KAMMER!D115/68X40","0001-1000","","K211","X12CRS13/V+S","D115/68X40","6.000","1.150","KG","1.150","KG"
"000.630.332.201","STOPFB KAMMER!D115/68X40","0001-1000","","K211","X12CRS13/V+S","D115/68X40","4.000","1.400","KG","1.400","KG"
"000.630.344.701","STOPFB KAMMER!D130/80X40","0001-1000","01","K211","X12CRS13/V+S","D130/80X40","75.000","0.900","KG","0.900","KG"
"000.630.344.801","STOPFB KAMMER!D130/80X40","0001-1000","01","K211","X12CRS13/V+S","D130/80X40","35.000","1.560","KG","1.560","KG"
"000.630.344.921","ZWISCHENRING!D130/80X15","0001-1200","01","K212","X12CRS13/V+S","D130/80X15","55.000","0.660","KG","0.660","KG"
"000.630.348.701","KOLBENST MUTTER!D117X62","0001-1000","01","K131","C45E","D117X62","3.000","1.580","KG","1.580","KG"
"000.630.348.801","KOLBENST MUTTER!D110X58","0001-1000","01","K131","C45E","D110X58","3.000","2.040","KG","2.040","KG"
"000.630.360.901","STOPFB KAMMER!D115/64X40","0001-1000","01","K211","X12CRS13/V+S","D115/64X40","20.000","1.400","KG","1.400","KG"
"000.630.361.121","ZWISCHENRING!D115/64X15","0001-1000","01","K211","X12CRS13/V+S","D115/64X15","2.000","0.037","KG","0.037","KG"
"000.630.378.801","ZWISCHENRING!D145/85X17","0001-1000","01","K212","X12CRS13/V+S","D145/85X17","5.000","1.068","KG","1.068","KG"
"000.630.379.001","STOPFB KAMMER!110/60X35","0001-1000","01","K211","X12CRS13/V+S","110/60X35","3.000","1.330","KG","1.330","KG"
"000.630.379.101","STOPFB KAMMER!D110/60X35","0001-1000","01","K211","X12CRS13/V+S","D110/60X35","3.000","0.700","KG","0.700","KG"
"000.630.381.601","STOPFB KAMMER!D165/105X46","0001-1000","01","K211","X12CRS13/V+S","D165/105X46","25.000","1.600","KG","1.600","KG"
"000.630.381.701","STOPFB KAMMER!D165/105X46","0001-1000","01","K211","X12CRS13/V+S","D165/105X46","8.000","1.580","KG","1.580","KG"
"000.630.381.801","ZWISCHENRING!D164,8/105X18","0001-1000","","K211","X12CRS13/V+S","D164,8/105X18","4.000","1.360","KG","1.360","KG"
"000.630.385.501","KOLBENST MUTTER!D129X68","0001-1000","01","K131","C45E","D129X68","3.000","2.480","KG","2.480","KG"
"000.630.390.101.2","DECKEL OELP!277,26X220X36","0001-1000","","K72","EN-GJL-200","277,26X220X36","","1.900","KG","1.900","KG"
"000.630.393.401","STOPFB KAMMER!D140/80X40","0001-1000","01","K211","X12CRS13/V+S","D140/80X40","15.000","1.080","KG","1.080","KG"
"000.630.393.501","STOPFB KAMMER!D140/80X40","0001-1000","01","K211","X12CRS13/V+S","D140/80X40","10.000","2.200","KG","2.200","KG"
"000.630.399.001","STOPFB KAMMER!D115/64X40","0001-1000","01","K211","X12CRS13/V+S","D115/64X40","1.000","0.660","KG","0.660","KG"
"000.630.424.301","HOHLSCHRAUBE!G 1/4""X34","0001-1000","","K371","C35E","G 1/4""X34","","0.034","KG","0.034","KG"
"000.630.428.501","MUTTER!SW55X70","0001-1000","01","K131","C45E","SW55X70","5.000","0.700","KG","0.700","KG"
"000.630.453.701","MUTTER!Z KW G 1 1/4""X28","0001-1000","","K131","CK 60","Z KW G 1 1/4""X28","","0.500","KG","0.500","KG"
"000.630.469.721","FED FUEHRG RING!D87,5/69X4,8","0001-1000","01","K212","X20CR13","D87,5/69X4,8","15.000","0.070","KG","0.070","KG"
"000.630.480.201","GEW ROHR!G 1""X220","0001-1000","","K490","St 37","G 1""X220","5.000","0.500","KG","0.500","KG"
"000.630.480.601","GEW ROHR!G 1 1/2""X240","0001-1000","01","K461","ST 33","G 1 1/2""X240","20.000","0.820","KG","0.820","KG"
"000.630.481.383","KUEHLWASSERAUSTRITT!","0001-1000","01","K600","ST","","2.000","0.180","KG","0.180","KG"
"000.630.483.721","FED FUEHRG RING!D78,5/61X4,8","0001-1000","01","K212","X20CR13","D78,5/61X4,8","8.000","0.060","KG","0.060","KG"
"000.630.485.821","FED FUEHRG RING!D103,5/81X4,8","0001-1000","01","K212","X20CR13","D103,5/81X4,8","12.000","0.100","KG","0.100","KG"
"000.630.542.302","KOLBENMUTTER!D115X56","0001-1000","","K131","CARO-BRONZE","D115X56","","3.000","KG","3.000","KG"
"000.630.544.181","KUEHLWASSERAUSTRITT!4D300","0001-1000","01","K600","ST","","3.000","0.270","KG","0.270","KG"
"000.630.548.601","DRUCKRING!D212/198X12","0001-1000","","K231","G-CU PB 15 SN","D212/198X12","8.000","0.380","KG","0.380","KG"
"000.630.549.801","MUTTER!M120X2","0001-1000","01","K131","X12CRS13/V+S","M120X2","5.000","5.580","KG","5.580","KG"
"000.630.553.401","VENTILSITZ!D105,5/75X72","0001-1000","01","K381","X5CRNI18-9","D105,5/75X72","","1.260","KG","1.260","KG"
"000.630.700.601","KOLBENST MUTTER!D159X80","0001-1000","","K131","C45E","D159X80","4.000","4.580","KG","4.580","KG"
"000.630.747.081","FED FUEHRG RING!D182/150X15","0001-1000","01","K212","S355J2+N","D182/150X15","7.000","0.750","KG","0.750","KG"
"000.630.747.101","FED FUEHRG RING!D182/150X15","0001-1000","01","K212","S355J2+N","D182/150X15","8.000","0.740","KG","0.740","KG"
"000.630.782.301","STOPFB KAMMER!D190/125","0001-1000","01","K211","X12CRS13/V+S","D190/125","45.000","3.600","KG","3.600","KG"
"000.630.782.401","STOPFB KAMMER!D190/125","0001-1000","01","K211","X12CRS13/V+S","D190/125","10.000","2.000","KG","2.000","KG"
"000.630.803.002","K-MANTEL!D350/320X180","0001-1000","01","K411","EN-GJL-200","D350/320X180","","14.500","KG","14.500","KG"
"000.630.808.885","ABSTREIFELEMENT LW200!D112/100X15","0001-1000","01","K202","CUZN37MN2AL1","D112/100X15","","0.185","KG","0.185","KG"
"000.630.808.886","ABSTREIFELEMENT LW200!D112/100X15","0001-1000","01","K202","CUZN37MN2AL1","D112/100X15","","0.185","KG","0.185","KG"
"000.630.808.887","ABSTREIFELEMENT LW200!D112/100X15","0001-1000","01","K202","CUZN37MN2AL1","D112/100X15","","0.185","KG","0.185","KG"
"000.630.809.301","K-BODEN!U D240X107,5","0001-1000","","K422","EN-GJS-600-3","U D240X107,5","","13.950","KG","13.950","KG"
"000.630.809.302","K-BODEN!U D240X107,5 VERKUPFERT","0001-1000","01","K422","EN-GJS-600-3","D240X107,5","","15.600","KG","15.600","KG"
"000.630.809.321","K-BODEN!O D240X107,5","0001-1000","01","K422","EN-GJS-600-3","O D240X107,5","","12.170","KG","12.170","KG"
"000.630.809.322","K-BODEN!O D240X107,5 VERKUPFERT","0001-1000","01","K422","EN-GJS-600-3","D240X107,5","","13.500","KG","13.500","KG"
"000.630.809.502.2","K-MANTEL!D260/224X215","0001-1000","01","K411","EN-GJL-200","D260/224X215","","15.000","KG","15.000","KG"
"000.630.809.521","K-MANTEL!D260X146","0001-1000","01","K411","G-CU SN 10","D260X146","2.000","9.200","KG","9.200","KG"
"000.630.809.522","K-MANTEL!D260X146","0001-1200","01","K411","EN-GJL-200","D260X146","3.000","7.700","KG","7.700","KG"
"000.630.809.572","K-MANTEL!D262/224X215 UM","0001-1000","01","K411","G-CUSN10","D262/224X215","","18.500","KG","18.500","KG"
"000.630.815.401","FED FUEHRG RING!D234/199X16,5","0001-1000","01","K212","S355J2+N","D234/199X16,5","15.000","1.100","KG","1.100","KG"
"000.630.815.501","FED FUEHRG RING!D234/199X16,5","0001-1000","01","K212","S355J2+N","D234/199X16,5","20.000","1.100","KG","1.100","KG"
"000.630.824.201","K-MANTEL!D380/350X180","0001-1000","01","K411","G-CUSN10","D380/350X180","","18.500","KG","18.500","KG"
"000.630.824.271","K-MANTEL!D381,50/350X180 UM","0001-1000","01","K411","G-CUSN10","D381,50/350X180","","18.500","KG","18.500","KG"
"000.630.826.201","K-MANTEL!D430/400X180","0001-1000","01","K411","G-CU SN 10","D430/400X180","","20.500","KG","20.500","KG"
"000.630.826.401","K-MANTEL!D230/200X180","0001-1000","01","K411","G-CUSN10","D230/200X180","","10.800","KG","10.800","KG"
"000.630.826.471","K-MANTEL!D230,84/200X180 UM","0001-1000","01","K411","G-CU SN 10","D230,84/200X180 UM","","10.850","KG","10.850","KG"
"000.630.832.621","K-BODEN!O D295X75","0001-1000","01","K422","EN-GJS-600-3","D295X75","","11.550","KG","11.550","KG"
"000.630.832.731","K-MANTEL!D310/280X150","0001-1000","01","K411","EN-GJL-200","D310/280X150","3.000","9.400","KG","9.400","KG"
"000.630.836.502","K-MANTEL!D390/360X150","0001-1200","01","K411","EN-GJL-200","D390/360X150","2.000","12.500","KG","12.500","KG"
"000.630.861.001","K-MANTEL!D175/145X140","0001-1000","01","K411","G-CU SN 10","D175/145X140","","5.700","KG","5.700","KG"
"000.630.862.201","KOLBEN!110/42X140","0001-1000","01","K401","EN-GJL-250","110/42X140","","0.900","KG","0.900","KG"
"000.630.862.485","ABSTREIFELEMENT LW200!D132/120X15","0001-1200","01","K202","CUZN37MN2AL1","D132/120X15","","0.220","KG","0.220","KG"
"000.630.862.486","ABSTREIFELEMENT LW200!D132/120X15","0001-1200","01","K202","CUZN37MN2AL1","D132/120X15","","0.220","KG","0.220","KG"
"000.630.862.487","ABSTREIFELEMENT LW200!D132/120X15","0001-1200","01","K202","CUZN37MN2AL1","D132/120X15","","0.220","KG","0.220","KG"
"000.630.866.201","KOLBENST MUTTER!D198X95","0001-1000","01","K131","C45E","D198X95","5.000","9.700","KG","9.700","KG"
"000.630.866.301","KOLBENST MUTTER!D180X90","0001-1000","01","K131","C45E","D180X90","10.000","9.500","KG","9.500","KG"
"000.630.904.021","K-BODEN!O D375X90","0001-1000","01","K422","EN-GJS-600-3","O D375X90","","21.500","KG","21.500","KG"
"000.630.906.421.2","LATERNE!SV D211X307,5","0001-1000","01","K361","EN-GJL-200","SV D211X307,5","","8.600","KG","8.600","KG"
"000.630.915.801","K-MANTEL!D625/589X215","0001-1000","01","K411","G-CUSN10","D625/589X215","","44.500","KG","44.500","KG"
"000.630.915.803","K-MANTEL!D625/589X215","0001-1000","01","K411","EN-GJL-200","D625/589X215","","39.500","KG","39.500","KG"
"000.630.916.003","K-BODEN!U D440X107,5","0001-1000","01","K422","EN-GJS-600-3","U D440X107,5","","31.500","KG","31.500","KG"
"000.630.916.023","K-BODEN!O D440X107,5","0001-1000","01","K422","EN-GJS-600-3","O D440X107,5","","29.000","KG","29.000","KG"
"000.630.916.202","K-MANTEL!D460/424X215","0001-1000","01","K411","EN-GJL-200","D460/424X215","","28.700","KG","28.700","KG"
"000.630.916.203","K-MANTEL!D460/424X215","0001-1000","01","K411","EN-GJL-200","D460/424X215","","27.500","KG","27.500","KG"
"000.630.917.881.2","OELFANG!AS 745X565X92","0001-1000","01","K103","EN-GJL-200","745X565X92","","45.100","KG","45.100","KG"
"000.630.938.402","KOLBENSTANGE!D80X1645,5","0001-1000","01","K431","34CRALNI7+QT","D80X1645,5","","56.000","KG","56.000","KG"
"000.630.950.101","ZYL-DECKEL!D415X245","0001-1000","","K82.2","EN-GJL-250","D415X245","","35.000","KG","35.000","KG"
"000.630.993.501","K-MANTEL!D285/249X250","0001-1000","01","K411","G-CUSN10","D285/249X250","","23.700","KG","23.700","KG"
"000.630.994.301","K-MANTEL!D500/464X250","0001-1000","01","K411","G-CUSN10","D500/464X250","","41.500","KG","41.500","KG"
"000.630.994.370","K-MANTEL!D501/464X250 UM","0001-1000","01","K411","G-CUSN10","D501/464X250","","41.500","KG","41.500","KG"
"000.630.995.301","K-MANTEL!D690/654X250","0001-1000","01","K411","G-CUSN10","D690/654X250","","56.000","KG","56.000","KG"
"000.630.995.302","K-MANTEL!D690/654X250","0001-1000","01","K411","EN-GJL-200","D690/654X250","","56.000","KG","56.000","KG"
"000.631.052.802","KOLBENSTANGE!D70X1229,5","0001-1000","","K431","34CRALNI7/V","D70X1229,5","","33.000","KG","33.000","KG"
"000.631.133.601","DRUCKRING!D158/148X11","0001-1000","01","K490","G-CU PB 15 SN","D158/148X11","12.000","0.200","KG","0.200","KG"
"000.631.151.701","DRUCKRING!D182/168X11","0001-1000","","K490","G-CU PB 15 SN","D182/168X11","12.000","0.300","KG","0.300","KG"
"000.631.167.701","DRUCKRING!D108/98X10","0001-1000","01","K231","G-CU PB 15 SN","D108/98X10","4.000","0.100","KG","0.100","KG"
"000.631.402.281","FED FUEHRG RING!D204/169X17,5","0001-1000","01","K212","S355J2+N","D204/169X17,5","2.000","0.950","KG","0.950","KG"
"000.631.402.301","FED FUEHRG RING!D204/169X17,5","0001-1000","01","K212","S355J2+N","D204/169X17,5","4.000","0.900","KG","0.900","KG"
